CodSite;lat;long;specie;NumIndiv;habitat
Site7;-7.633333;-35.5;Garcinia gardneriana (Planch. & Triana) Zappi;2;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Garcinia gardneriana (Planch. & Triana) Zappi;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Geissospermum laeve (Vell.) Miers;16;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Geissospermum laeve (Vell.) Miers;1;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Geissospermum laeve (Vell.) Miers;1;Submontane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Genipa americana L.;2;Lowlands Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Geonoma elegans Mart.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Geonoma gamiova Barb. Rodr.;0;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Geonoma schottiana Mart.;2;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Geonoma schottiana Mart.;27;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Geonoma schottiana Mart.;9;Montane Cloud Atlantic Forest
Site10;-20.673889;-40.393889;Gomidesia martiana O. Berg     ;29;Submontane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Gordonia fruticosa (Schrad.) H. Keng;0;High-montane Dense Ombrophilous Atlantic Forest
Site2;-22.528333;-50.715556;Guapira areolata (Heimerl) Lundell;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Guapira graciliflora (Schmidt) Lundell;8;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Guapira graciliflora (Schmidt) Lundell;1;Montane Cloud Atlantic Forest
Site11;-8.032611;-35.192125;Guapira hirsuta (Choisy) Lundell;4;Lowlands Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Guapira laxa (Netto) Furlan;8;Lowlands Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Guapira nitida (Mart. ex J.A.Schmidt) Lundell;1;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Guapira nitida (Mart. ex J.A.Schmidt) Lundell;21;Submontane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Guapira noxia (Netto) Lundell;20;Submontane Seasonal Atlantic Forest
Site10;-20.673889;-40.393889;Guapira obtusata (Jacq.) Litle     ;6;Submontane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Guapira opposita (Vell.) Reitz;10;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Guapira opposita (Vell.) Reitz;8;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Guapira opposita (Vell.) Reitz;21;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Guapira opposita (Vell.) Reitz;8;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Guapira opposita (Vell.) Reitz;3;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Guapira opposita (Vell.) Reitz;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Guapira opposita (Vell.) Reitz;6;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Guapira opposita (Vell.) Reitz;4;Montane Cloud Atlantic Forest
Site16;-8.016667;-35.174167;Guapira opposita (Vell.) Reitz;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Guapira opposita (Vell.) Reitz;35;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Guapira venosa (Choisy) Lundell;6;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Guapira venosa (Choisy) Lundell;5;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Guapira venosa (Choisy) Lundell;64;Montane Cloud Atlantic Forest
Site1;-20.798333;-41.292778;Guarea guidonia (L.) Sleumer;12;Submontane Seasonal Atlantic Forest
Site3;-22.7222082;-42.628058;Guarea guidonia (L.) Sleumer;20;Submontane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Guarea guidonia (L.) Sleumer;6;Lowlands Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Guarea guidonia Vahl      ;4;Submontane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Guarea kunthiana A.Juss.;19;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Guarea kunthiana A.Juss.;1;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Guarea kunthiana A.Juss.;2;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Guarea macrophylla Vahl;4;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Guarea macrophylla Vahl;6;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Guarea macrophylla Vahl;27;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Guarea macrophylla Vahl;3;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Guarea macrophylla Vahl;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Guatteria australis A.St.-Hil.;2;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Guatteria australis A.St.-Hil.;4;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Guatteria australis A.St.-Hil.;9;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Guatteria australis A.St.-Hil.;17;Montane Cloud Atlantic Forest
Site3;-22.7222082;-42.628058;Guatteria candolleana Schltdl.;5;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Guatteria pogonopus Mart.;2;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Guatteria schomburgkiana Mart.;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Guatteria sellowiana Schltdl.;1;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Guatteria villosissima A.St.-Hil.;8;Montane Seasonal Atlantic Forest 
Site11;-8.032611;-35.192125;Gustavia augusta L.;90;Lowlands Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Gustavia augusta L.;10;Lowlands Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Gymnanthes concolor (Spreng.) Müll.Arg.;21;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Gymnanthes klotzschiana Müll.Arg.;13;Mixed Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Handroanthus albus (Cham.) Mattos;4;Mixed Ombrophilous Atlantic Forest
Site3;-22.7222082;-42.628058;Handroanthus chrysotrichus (Mart. ex DC.) Mattos;1;Submontane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Handroanthus heptaphyllus (Vell.) Mattos;1;Submontane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Handroanthus serratifolius (Vahl) S.Grose;2;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Handroanthus vellosoi (Toledo) Mattos;1;Montane Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Heisteria perianthomega (Vell.) Sleumer     ;10;Submontane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Heisteria silvianii Schwacke;1;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Heisteria silvianii Schwacke;2;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Heliconia velloziana L.A. Emygidio;0;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Helicostylis tomentosa (Poepp. & Endl.) Rusby;34;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Helicostylis tomentosa (Poepp. & Endl.) Rusby;8;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Helicostylis tomentosa (Poepp. & Endl.) Rusby;62;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Helicostylis tomentosa (Poepp. & Endl.) Rusby;30;Lowlands Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Himatanthus bracteatus (A. DC.) Woodson;3;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Himatanthus bracteatus (A. DC.) Woodson;2;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Himatanthus bracteatus (A. DC.) Woodson;1;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Himatanthus phagedaenicus (Mart.) Woodson;2;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Himatanthus phagedaenicus (Mart.) Woodson;16;Lowlands Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Hirtella glandulosa Spreng.;3;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Hirtella hebeclada Moric. ex DC.;2;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Hirtella hebeclada Moric. ex DC.;1;Montane Cloud Atlantic Forest
Site9;-25.444167;-48.931667;Hoffmannia peckii K. Schum.;0;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Hortia brasiliana Vand. ex DC.;1;Montane Seasonal Atlantic Forest 
Site4;-28.733333;-49.75;Hovenia dulcis Thunb.;6;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Hyeronima alchorneoides Allemão;2;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Hyeronima alchorneoides Allemão;43;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Hyeronima alchorneoides Allemão;29;Lowlands Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Hyeronima oblonga (Tul.) MÃ¼ll.Arg.;2;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Hyeronima oblonga (Tul.) MÃ¼ll.Arg.;8;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Hymenaea courbaril L.;4;Montane Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Hymenaea courbaril L.;2;Lowlands Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Hymenaea rubiflora Ducke;2;Lowlands Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Hymenaea rubiflora Ducke;4;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Hymenolobium janeirense Kuhlm.;4;Montane Seasonal Atlantic Forest 
Site9;-25.444167;-48.931667;Hyppeastrum aulicum Herb.;0;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Hyptidendron asperrimum (Spreng.) Harley;1;Montane Seasonal Atlantic Forest 
Site15;-27.816111;-50.324167;Ilex brevicuspis Reissek;4;Mixed Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Ilex dumosa Reissek;1;Mixed Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Ilex paraguariensis A. St.-Hil.;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Ilex paraguariensis A. St.-Hil.;13;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Ilex paraguariensis A. St.-Hil.;4;Mixed Ombrophilous Atlantic Forest
Site7;-7.633333;-35.5;Ilex sapotifolia Reissek;3;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Ilex taubertiana Loes.;0;High-montane Dense Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Ilex theezans Mart. ex Reissek;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Ilex theezans Mart. ex Reissek;2;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Ilex theezans Mart. ex Reissek;6;Mixed Ombrophilous Atlantic Forest
Site7;-7.633333;-35.5;Inga capitata Desv.;1;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Inga capitata Desv.;16;Submontane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Inga cylindrica (Vell.) Mart.;2;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Inga cylindrica (Vell.) Mart.;7;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Inga edulis Mart.;16;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Inga flagelliformis (Vell.) Mart.;3;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Inga flagelliformis (Vell.) Mart.;18;Lowlands Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Inga laurina (Sw.) Willd.;2;Lowlands Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Inga marginata Willd.;6;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Inga sessilis (Vell.) Mart.;10;Montane Cloud Atlantic Forest
Site16;-8.016667;-35.174167;Inga sessilis (Vell.) Mart.;14;Lowlands Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Inga subnuda Salzm. ex Benth.;2;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Inga subnuda Salzm. ex Benth.;4;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Inga subnuda Salzm. ex Benth.;50;Lowlands Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Inga tenuis (Vell.) Mart.;1;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Inga thibaudiana DC.;9;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Ixora brevifolia Benth.;9;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Jacaranda bracteata Bureau & K.Schum.;3;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Jacaranda macrantha Cham.;3;Montane Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Jacaranda puberola (H.B.K.) DC.     ;4;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Jacaranda puberula Cham.;4;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Jacaranda puberula Cham.;3;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Jacaranda puberula Cham.;4;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Jacaranda puberula Cham.;103;Mixed Ombrophilous Atlantic Forest
Site2;-22.528333;-50.715556;Jacaratia spinosa (Aubl.) A.DC.;1;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Jacaratia spinosa (Aubl.) A.DC.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Justicia carnea Lindl.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Justicia schenckiana Lindau;0;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Kaunia rufescens (Lund ex DC.) R.M. King;4;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Kielmeyera albopunctata Saddi      ;2;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Kielmeyera coriacea Mart. & Zucc.;1;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Kielmeyera lathrophyton Saddi;1;Montane Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Lacistema pubescens Mart.;35;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Lacistema pubescens Mart.;1;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Lacistema pubescens Mart.;20;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Lamanonia ternata Vell.;10;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Lamanonia ternata Vell.;1;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Lamanonia ternata Vell.;0;High-montane Dense Ombrophilous Atlantic Forest
Site13;-21.999167;-43.890833;Lamanonia ternata Vell.;1;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Lamanonia ternata Vell.;1;Mixed Ombrophilous Atlantic Forest
Site13;-21.999167;-43.890833;Laplacea fruticosa (Schrad.) Kobuski;3;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Laplacea tomentosa (Mart.) G.Don;1;Montane Seasonal Atlantic Forest 
Site8;-22.710833;-45.931667;Leandra carassana (DC.) Cogn.;0;High-montane Dense Ombrophilous Atlantic Forest
Site6;-19.616667;-43.4;Lecythis lanceolata Poir.;3;Montane Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Lecythis lurida (Miers) S.A.Mori;5;Submontane Seasonal Atlantic Forest
Site7;-7.633333;-35.5;Lecythis pisonis Cambess.;1;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Leucochloron incuriale (Vell.) Barneby & J.W.Grimes;4;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Licania kunthiana Hook.f.;2;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Licania kunthiana Hook.f.;1;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Licania kunthiana Hook.f.;4;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Licania kunthiana Hook.f.;8;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Licania octandra (Hoffmanns. ex Roem. & Schult.) Kuntze;1;Montane Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Licania tomentosa (Benth.) Fritsch;2;Lowlands Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Licaria guianensis Aubl.;5;Montane Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Linociera micrantha Mart.      ;5;Submontane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Lithraea brasiliensis Marchand;35;Mixed Ombrophilous Atlantic Forest
Site13;-21.999167;-43.890833;Lithraea molleoides (Vell.) Engl.;1;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Lucuma grandiflora A. DC.;4;Lowlands Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Luehea divaricata Mart. & Zucc.;4;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Luehea divaricata Mart. & Zucc.;10;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Luehea grandiflora Mart. & Zucc.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Luehea ochrophylla Mart.;12;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Luehea paniculata Mart.;19;Lowlands Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Mabea fistulifera Mart.;8;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Mabea fistulifera Mart.;8;Montane Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Machaerium brasiliense Vogel;15;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Machaerium brasiliense Vogel;6;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Machaerium nyctitans (Vell.) Benth.;11;Montane Seasonal Atlantic Forest 
Site8;-22.710833;-45.931667;Macropeplus dentatus (Perkins) I. Santos & Peixoto;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Macropeplus dentatus (Perkins) I. Santos & Peixoto;2;Montane Cloud Atlantic Forest
Site6;-19.616667;-43.4;Macropeplus ligustrinus (Tul.) Perkins;1;Montane Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Macrothumia kuhlmannii (Sleumer) M.H.Alford;28;Submontane Seasonal Atlantic Forest
Site4;-28.733333;-49.75;Magnolia ovata (A.St.-Hil.) Spreng.;22;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Malanea macrophylla Bartl. ex Griseb.;1;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Malouetia cestroides (Nees ex Mart.) MÃ¼ll.Arg.;1;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Maprounea guianensis Aubl.;5;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Maprounea guianensis Aubl.;2;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Margaritopsis cephalantha (MÃ¼ll.Arg.) C.M.Taylor;1;Montane Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Marlierea grandifolia O. Berg     ;19;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Marlierea laevigata (DC.) Kiaersk.;1;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Marlierea laevigata (DC.) Kiaersk.;1;Montane Cloud Atlantic Forest
Site12;-22.003611;-43.888333;Marlierea obscura O.Berg;2;0
Site2;-22.528333;-50.715556;Marlierea racemosa (Vell.) Kiaersk.;5;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Marlierea silvatica (O.Berg) Kiaersk.;5;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Marlierea silvatica (O.Berg) Kiaersk.;2;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Marlierea tomentosa Cambess.;32;Submontane Seasonal Atlantic Forest
Site15;-27.816111;-50.324167;Matayba elaeagnoides Radlk.;47;Mixed Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Matayba guianensis Aubl.;47;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Matayba guianensis Aubl.;1;Montane Cloud Atlantic Forest
Site10;-20.673889;-40.393889;Matayba guianensis Aubl.;21;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Matayba juglandifolia Radlk.;7;Montane Dense Ombrophilous Atlantic Forest 
Site12;-22.003611;-43.888333;Matayba juglandifolia Radlk.;12;0
Site8;-22.710833;-45.931667;Maytenus  evonymoides Reissek;0;High-montane Dense Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Maytenus boaria Molina;1;Mixed Ombrophilous Atlantic Forest
Site1;-20.798333;-41.292778;Maytenus cestrifolia Reissek;14;Submontane Seasonal Atlantic Forest
Site16;-8.016667;-35.174167;Maytenus distichophylla Mart. ex Reissek;3;Lowlands Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Maytenus evonymoides Reissek;4;Mixed Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Maytenus glaucescens Reissek;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Maytenus glazioviana Loes.;2;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Maytenus gonoclada Mart.;1;Montane Seasonal Atlantic Forest 
Site15;-27.816111;-50.324167;Maytenus ilicifolia Mart. ex Reissek;5;Mixed Ombrophilous Atlantic Forest
Site10;-20.673889;-40.393889;Maytenus obtusifolia Mart.      ;1;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Maytenus salicifolia Reissek;40;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Melanoxylon brauna Schott;1;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Melanoxylon brauna Schott;2;Montane Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Melicoccus oliviformis Kunth;8;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Meliosma sellowii Urb.;1;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Meliosma sellowii Urb.;8;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Meliosma sellowii Urb.;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Meriania claussenii Triana;1;Montane Cloud Atlantic Forest
Site11;-8.032611;-35.192125;Metrodorea nigra A. St.-Hil.;6;Lowlands Seasonal Atlantic Forest 
Site11;-8.032611;-35.192125;Miconia albicans (Sw.) Triana;8;Lowlands Seasonal Atlantic Forest 
Site14;-21.976389;-43.878889;Miconia buddlejoides Triana;13;Montane Cloud Atlantic Forest
Site5;-22.616667;-43.883333;Miconia buddlejoides Triana;4;Montane Seasonal Atlantic Forest 
Site4;-28.733333;-49.75;Miconia cabucu Hoehne;2;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Miconia calvescens DC.;18;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Miconia cinerascens Miq.;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Miconia cinerascens Miq.;2;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Miconia cinerascens Miq.;3;Mixed Ombrophilous Atlantic Forest
Site3;-22.7222082;-42.628058;Miconia cinnamomifolia (DC.) Naudin;1;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Miconia cinnamomifolia (DC.) Naudin;5;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Miconia cinnamomifolia (DC.) Naudin;19;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Miconia cinnamomifolia (DC.) Naudin;6;Montane Cloud Atlantic Forest
Site14;-21.976389;-43.878889;Miconia doriana Cogn.;4;Montane Cloud Atlantic Forest
Site16;-8.016667;-35.174167;Miconia hypoleuca (Benth.) Triana;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Miconia lepidota DC.;1;Montane Seasonal Atlantic Forest 
Site14;-21.976389;-43.878889;Miconia mellina DC.;1;Montane Cloud Atlantic Forest
Site7;-7.633333;-35.5;Miconia minutiflora (Bonpl.) DC.;2;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Miconia nervosa (Sm.) Triana;12;Lowlands Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Miconia prasina (Sw.) DC.;6;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Miconia prasina (Sw.) DC.;1;Lowlands Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Miconia prasina (Sw.) DC.;34;Lowlands Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Miconia pusilliflora (DC.) Naudin;0;High-montane Dense Ombrophilous Atlantic Forest
Site12;-22.003611;-43.888333;Miconia stenostachya DC.;1;0
Site14;-21.976389;-43.878889;Miconia tentaculifera Naudin;6;Montane Cloud Atlantic Forest
Site16;-8.016667;-35.174167;Miconia tomentosa (Rich.) D.Don;19;Lowlands Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Miconia tristis Spring;4;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Miconia urophylla DC.;7;Montane Dense Ombrophilous Atlantic Forest 
