CodSite;lat;long;specie;NumIndiv;habitat
Site2;-22.528333;-50.715556;Trema micrantha (L.) Blume;1;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Trichilia casaretti C.DC.;7;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Trichilia emarginata (Turcz.) C.DC.;1;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Trichilia emarginata (Turcz.) C.DC.;1;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Trichilia hirta L.;1;Montane Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Trichilia lepidota Mart.;18;Submontane Seasonal Atlantic Forest
Site3;-22.7222082;-42.628058;Trichilia lepidota Mart.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Trichilia lepidota Mart.;51;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Trichilia lepidota Mart.;6;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Trichilia lepidota Mart.;2;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Trichilia palens C. DC.     ;32;Submontane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Trichilia palens C. DC.     ;15;Submontane Seasonal Atlantic Forest
Site4;-28.733333;-49.75;Trichilia palens C. DC.     ;4;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Trichilia pseudostipularis (A. Juss.) C. DC.   ;40;Submontane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Trichilia silvatica C.DC.;4;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Trichilia silvatica C.DC.;3;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Trichilia silvatica C.DC.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Trichilia silvatica C.DC.;3;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Tripterodendron filicifolium Radlk.;1;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Vernonanthura discolor (Spreng.) H.Rob.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Vernonanthura discolor (Spreng.) H.Rob.;22;Mixed Ombrophilous Atlantic Forest
Site12;-22.003611;-43.888333;Vernonanthura divaricata (Spreng.) H.Rob.;9;0
Site13;-21.999167;-43.890833;Vernonanthura divaricata (Spreng.) H.Rob.;3;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Vernonanthura divaricata (Spreng.) H.Rob.;2;Montane Cloud Atlantic Forest
Site8;-22.710833;-45.931667;Vernonanthura ferruginea (Less.) H. Robinson;0;High-montane Dense Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Vernonanthura puberula (Less.) H. Robinson;0;High-montane Dense Ombrophilous Atlantic Forest
Site1;-20.798333;-41.292778;Virola bicuhyba (Schott ex Spreng.) Warb.;19;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Virola bicuhyba (Schott ex Spreng.) Warb.;10;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Virola bicuhyba (Schott ex Spreng.) Warb.;10;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Virola bicuhyba (Schott ex Spreng.) Warb.;3;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Virola bicuhyba (Schott ex Spreng.) Warb.;13;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Virola gardneri (A.DC.) Warb.;93;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Virola gardneri (A.DC.) Warb.;3;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Virola gardneri (A.DC.) Warb.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Virola gardneri (A.DC.) Warb.;62;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Virola gardneri (A.DC.) Warb.;51;Lowlands Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Virola gardneri (DC.) Mart.;2;Lowlands Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Vismia guianensis (Aubl.) Choisy;3;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Vismia guianensis (Aubl.) Choisy;2;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Vismia guianensis (Aubl.) Choisy;4;Lowlands Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Vismia magnoliifolia Schltdl. & Cham.;3;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Vitex capitata Vahl;4;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Vitex triflora Vahl;1;Lowlands Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Vochysia dasyantha Warm.;1;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Vochysia schwackeana Warm.;1;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Vochysia schwackeana Warm.;5;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Vochysia thyrsoidea Pohl;78;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Weinmannia paulliniifolia Pohl;0;High-montane Dense Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Xylopia brasiliensis Spreng.;4;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Xylopia brasiliensis Spreng.;2;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Xylopia brasiliensis Spreng.;20;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Xylopia sericea A.St.-Hil.;20;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Xylopia sericea A.St.-Hil.;5;Montane Seasonal Atlantic Forest 
Site15;-27.816111;-50.324167;Xylosma ciliatifolia (Clos) Eichler;10;Mixed Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Xylosma prockia (Turcz.) Turcz.;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Xylosma prockia (Turcz.) Turcz.;1;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Xylosma pseudosalzmanii Sleumer;4;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Xylosma tweediana (Clos) Eichler;3;Mixed Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;76;Mixed Ombrophilous Atlantic Forest
Site11;-8.032611;-35.192125;Zanthoxylum monogynum A. St.-Hil.;4;Lowlands Seasonal Atlantic Forest 
Site4;-28.733333;-49.75;Zanthoxylum rhoifolium Lam.;4;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Zanthoxylum rhoifolium Lam.;2;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Zanthoxylum rhoifolium Lam.;12;Mixed Ombrophilous Atlantic Forest
Site1;-20.798333;-41.292778;Ziziphus platyphylla Reissek;15;Submontane Seasonal Atlantic Forest
Site10;-20.673889;-40.393889;Zollernia glabra (Spreng.) Yakovlev     ;39;Submontane Dense Ombrophilous Atlantic Forest 
Site12;-22.003611;-43.888333;Zollernia ilicifolia (Brongn.) Vogel;1;0
Site11;-8.032611;-35.192125;Zollernia paraensis Huber;1;Lowlands Seasonal Atlantic Forest 
